PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Sex_encoded,Embarked_C,Embarked_Q,Embarked_S,Fare_normalized
177,0,3,"Lefebre, Master. Henry Forbes",male,28.0,3,1,4133,25.4667,Unknown,0,False,False,True,0.0497076879475149
178,0,1,"Isham, Miss. Ann Elizabeth",female,50.0,0,0,PC 17595,28.7125,C49,1,True,False,False,0.0560430676213653
179,0,2,"Hale, Mr. Reginald",male,30.0,0,0,250653,13.0,Unknown,0,False,False,True,0.0253743101115454
180,0,3,"Leonard, Mr. Lionel",male,36.0,0,0,LINE,0.0,Unknown,0,False,False,True,0.0
181,0,3,"Sage, Miss. Constance Gladys",female,28.0,8,2,CA. 2343,69.55,Unknown,1,False,False,True,0.135752559096768
182,0,2,"Pernot, Mr. Rene",male,28.0,0,0,SC/PARIS 2131,15.05,Unknown,0,True,False,False,0.0293756436291353
183,0,3,"Asplund, Master. Clarence Gustaf Hugo",male,9.0,4,2,347077,31.3875,Unknown,0,False,False,True,0.0612643198943179
184,1,2,"Becker, Master. Richard F",male,1.0,2,1,230136,39.0,F4,0,False,False,True,0.0761229303346364
185,1,3,"Kink-Heilmann, Miss. Luise Gretchen",female,4.0,0,2,315153,22.025,Unknown,1,False,False,True,0.0429899369389837
186,0,1,"Rood, Mr. Hugh Roscoe",male,28.0,0,0,113767,50.0,A32,0,False,False,True,0.097593500429021
187,1,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,28.0,1,0,370365,15.5,Unknown,1,False,True,False,0.0302539851329965
188,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",male,45.0,0,0,111428,26.55,Unknown,0,False,False,True,0.0518221487278101
189,0,3,"Bourke, Mr. John",male,40.0,1,1,364849,15.5,Unknown,0,False,True,False,0.0302539851329965
190,0,3,"Turcin, Mr. Stjepan",male,36.0,0,0,349247,7.8958,Unknown,0,False,False,True,0.0154115752137492
191,1,2,"Pinsky, Mrs. (Rosa)",female,32.0,0,0,234604,13.0,Unknown,1,False,False,True,0.0253743101115454
192,0,2,"Carbines, Mr. William",male,19.0,0,0,28424,13.0,Unknown,0,False,False,True,0.0253743101115454
193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19.0,1,0,350046,7.8542,Unknown,1,False,False,True,0.0153303774213923
194,1,2,"Navratil, Master. Michel M",male,3.0,1,1,230080,26.0,F2,0,False,False,True,0.0507486202230909
195,1,1,"Brown, Mrs. James Joseph (Margaret Tobin)",female,44.0,0,0,PC 17610,27.7208,B4,1,True,False,False,0.0541073981338561
196,1,1,"Lurette, Miss. Elise",female,58.0,0,0,PC 17569,146.5208,B80,1,True,False,False,0.28598955515321
197,0,3,"Mernagh, Mr. Robert",male,28.0,0,0,368703,7.75,Unknown,0,False,True,False,0.0151269925664982
198,0,3,"Olsen, Mr. Karl Siegwart Andreas",male,42.0,0,1,4579,8.4042,Unknown,0,False,False,True,0.0164039059261115
199,1,3,"Madigan, Miss. Margaret ""Maggie""",female,28.0,0,0,370370,7.75,Unknown,1,False,True,False,0.0151269925664982
200,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,24.0,0,0,248747,13.0,Unknown,1,False,False,True,0.0253743101115454
201,0,3,"Vande Walle, Mr. Nestor Cyriel",male,28.0,0,0,345770,9.5,Unknown,0,False,False,True,0.0185427650815139
202,0,3,"Sage, Mr. Frederick",male,28.0,8,2,CA. 2343,69.55,Unknown,0,False,False,True,0.135752559096768
203,0,3,"Johanson, Mr. Jakob Alfred",male,34.0,0,0,3101264,6.4958,Unknown,0,False,False,True,0.0126789572017366
204,0,3,"Youseff, Mr. Gerious",male,45.5,0,0,2628,7.225,Unknown,0,True,False,False,0.0141022608119935
205,1,3,"Cohen, Mr. Gurshon ""Gus""",male,18.0,0,0,A/5 3540,8.05,Unknown,0,False,False,True,0.0157125535690723
206,0,3,"Strom, Miss. Telma Matilda",female,2.0,0,1,347054,10.4625,G6,1,False,False,True,0.0204214399647726
207,0,3,"Backstrom, Mr. Karl Alfred",male,32.0,1,0,3101278,15.85,Unknown,0,False,False,True,0.0309371396359996
208,1,3,"Albimona, Mr. Nassef Cassem",male,26.0,0,0,2699,18.7875,Unknown,0,True,False,False,0.0366707577862046
209,1,3,"Carr, Miss. Helen ""Ellen""",female,16.0,0,0,367231,7.75,Unknown,1,False,True,False,0.0151269925664982
210,1,1,"Blank, Mr. Henry",male,40.0,0,0,112277,31.0,A31,0,True,False,False,0.060507970265993
211,0,3,"Ali, Mr. Ahmed",male,24.0,0,0,SOTON/O.Q. 3101311,7.05,Unknown,0,False,False,True,0.0137606835604919
212,1,2,"Cameron, Miss. Clear Annie",female,35.0,0,0,F.C.C. 13528,21.0,Unknown,1,False,False,True,0.0409892701801888
213,0,3,"Perkin, Mr. John Henry",male,22.0,0,0,A/5 21174,7.25,Unknown,0,False,False,True,0.014151057562208
214,0,2,"Givard, Mr. Hans Kristensen",male,30.0,0,0,250646,13.0,Unknown,0,False,False,True,0.0253743101115454
215,0,3,"Kiernan, Mr. Philip",male,28.0,1,0,367229,7.75,Unknown,0,False,True,False,0.0151269925664982
216,1,1,"Newell, Miss. Madeleine",female,31.0,1,0,35273,113.275,D36,1,True,False,False,0.221098075221947
217,1,3,"Honkanen, Miss. Eliina",female,27.0,0,0,STON/O2. 3101283,7.925,Unknown,1,False,False,True,0.0154685698179998
218,0,2,"Jacobsohn, Mr. Sidney Samuel",male,42.0,1,0,243847,27.0,Unknown,0,False,False,True,0.0527004902316713
219,1,1,"Bazzani, Miss. Albina",female,32.0,0,0,11813,76.2917,D15,1,True,False,False,0.148911481133614
220,0,2,"Harris, Mr. Walter",male,30.0,0,0,W/C 14208,10.5,Unknown,0,False,False,True,0.0204946350900944
221,1,3,"Sunderland, Mr. Victor Francis",male,16.0,0,0,SOTON/OQ 392089,8.05,Unknown,0,False,False,True,0.0157125535690723
222,0,2,"Bracken, Mr. James H",male,27.0,0,0,220367,13.0,Unknown,0,False,False,True,0.0253743101115454
223,0,3,"Green, Mr. George Henry",male,51.0,0,0,21440,8.05,Unknown,0,False,False,True,0.0157125535690723
224,0,3,"Nenkoff, Mr. Christo",male,28.0,0,0,349234,7.8958,Unknown,0,False,False,True,0.0154115752137492
225,1,1,"Hoyt, Mr. Frederick Maxfield",male,38.0,1,0,19943,90.0,C93,0,False,False,True,0.175668300772237
226,0,3,"Berglund, Mr. Karl Ivar Sven",male,22.0,0,0,PP 4348,9.35,Unknown,0,False,False,True,0.0182499845802269
227,1,2,"Mellors, Mr. William John",male,19.0,0,0,SW/PP 751,10.5,Unknown,0,False,False,True,0.0204946350900944
228,0,3,"Lovell, Mr. John Hall (""Henry"")",male,20.5,0,0,A/5 21173,7.25,Unknown,0,False,False,True,0.014151057562208
229,0,2,"Fahlstrom, Mr. Arne Jonas",male,18.0,0,0,236171,13.0,Unknown,0,False,False,True,0.0253743101115454
230,0,3,"Lefebre, Miss. Mathilde",female,28.0,3,1,4133,25.4667,Unknown,1,False,False,True,0.0497076879475149
231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,35.0,1,0,36973,83.475,C83,1,False,False,True,0.16293234896625
232,0,3,"Larsson, Mr. Bengt Edvin",male,29.0,0,0,347067,7.775,Unknown,0,False,False,True,0.0151757893167127
233,0,2,"Sjostedt, Mr. Ernst Adolf",male,59.0,0,0,237442,13.5,Unknown,0,False,False,True,0.0263502451158356
234,1,3,"Asplund, Miss. Lillian Gertrud",female,5.0,4,2,347077,31.3875,Unknown,1,False,False,True,0.0612643198943179
235,0,2,"Leyson, Mr. Robert William Norman",male,24.0,0,0,C.A. 29566,10.5,Unknown,0,False,False,True,0.0204946350900944
236,0,3,"Harknett, Miss. Alice Phoebe",female,28.0,0,0,W./C. 6609,7.55,Unknown,1,False,False,True,0.0147366185647821
237,0,2,"Hold, Mr. Stephen",male,44.0,1,0,26707,26.0,Unknown,0,False,False,True,0.0507486202230909
238,1,2,"Collyer, Miss. Marjorie ""Lottie""",female,8.0,0,2,C.A. 31921,26.25,Unknown,1,False,False,True,0.051236587725236
239,0,2,"Pengelly, Mr. Frederick William",male,19.0,0,0,28665,10.5,Unknown,0,False,False,True,0.0204946350900944
240,0,2,"Hunt, Mr. George Henry",male,33.0,0,0,SCO/W 1585,12.275,Unknown,0,False,False,True,0.0239592043553246
241,0,3,"Zabour, Miss. Thamine",female,28.0,1,0,2665,14.4542,Unknown,1,True,False,False,0.0282127194780231
242,1,3,"Murphy, Miss. Katherine ""Kate""",female,28.0,1,0,367230,15.5,Unknown,1,False,True,False,0.0302539851329965
243,0,2,"Coleridge, Mr. Reginald Charles",male,29.0,0,0,W./C. 14263,10.5,Unknown,0,False,False,True,0.0204946350900944
244,0,3,"Maenpaa, Mr. Matti Alexanteri",male,22.0,0,0,STON/O 2. 3101275,7.125,Unknown,0,False,False,True,0.0139070738111354
245,0,3,"Attalah, Mr. Sleiman",male,30.0,0,0,2694,7.225,Unknown,0,True,False,False,0.0141022608119935
246,0,1,"Minahan, Dr. William Edward",male,44.0,2,0,19928,90.0,C78,0,False,True,False,0.175668300772237
247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,25.0,0,0,347071,7.775,Unknown,1,False,False,True,0.0151757893167127
248,1,2,"Hamalainen, Mrs. William (Anna)",female,24.0,0,2,250649,14.5,Unknown,1,False,False,True,0.028302115124416
249,1,1,"Beckwith, Mr. Richard Leonard",male,37.0,1,1,11751,52.5542,D35,0,False,False,True,0.102578966804937
250,0,2,"Carter, Rev. Ernest Courtenay",male,54.0,1,0,244252,26.0,Unknown,0,False,False,True,0.0507486202230909
251,0,3,"Reed, Mr. James George",male,28.0,0,0,362316,7.25,Unknown,0,False,False,True,0.014151057562208
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29.0,1,1,347054,10.4625,G6,1,False,False,True,0.0204214399647726
253,0,1,"Stead, Mr. William Thomas",male,62.0,0,0,113514,26.55,C87,0,False,False,True,0.0518221487278101
254,0,3,"Lobb, Mr. William Arthur",male,30.0,1,0,A/5. 3336,16.1,Unknown,0,False,False,True,0.0314251071381447
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41.0,0,2,370129,20.2125,Unknown,1,False,False,True,0.0394521725484317
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29.0,0,2,2650,15.2458,Unknown,1,True,False,False,0.0297578197768153
257,1,1,"Thorne, Mrs. Gertrude Maybelle",female,28.0,0,0,PC 17585,79.2,Unknown,1,True,False,False,0.154588104679569
258,1,1,"Cherry, Miss. Gladys",female,30.0,0,0,110152,86.5,B77,1,False,False,True,0.168836755742206
259,1,1,"Ward, Miss. Anna",female,35.0,0,0,PC 17755,512.3292,Unknown,1,True,False,False,1.0
260,1,2,"Parrish, Mrs. (Lutie Davis)",female,50.0,0,1,230433,26.0,Unknown,1,False,False,True,0.0507486202230909
261,0,3,"Smith, Mr. Thomas",male,28.0,0,0,384461,7.75,Unknown,0,False,True,False,0.0151269925664982
262,1,3,"Asplund, Master. Edvin Rojj Felix",male,3.0,4,2,347077,31.3875,Unknown,0,False,False,True,0.0612643198943179
263,0,1,"Taussig, Mr. Emil",male,52.0,1,1,110413,79.65,E67,0,False,False,True,0.15546644618343
264,0,1,"Harrison, Mr. William",male,40.0,0,0,112059,0.0,B94,0,False,False,True,0.0
265,0,3,"Henry, Miss. Delia",female,28.0,0,0,382649,7.75,Unknown,1,False,True,False,0.0151269925664982
266,0,2,"Reeves, Mr. David",male,36.0,0,0,C.A. 17248,10.5,Unknown,0,False,False,True,0.0204946350900944
267,0,3,"Panula, Mr. Ernesti Arvid",male,16.0,4,1,3101295,39.6875,Unknown,0,False,False,True,0.0774648409655354
268,1,3,"Persson, Mr. Ernst Ulrik",male,25.0,1,0,347083,7.775,Unknown,0,False,False,True,0.0151757893167127
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58.0,0,1,PC 17582,153.4625,C125,1,False,False,True,0.299538851191772
270,1,1,"Bissette, Miss. Amelia",female,35.0,0,0,PC 17760,135.6333,C99,1,False,False,True,0.26473857043479
271,0,1,"Cairns, Mr. Alexander",male,28.0,0,0,113798,31.0,Unknown,0,False,False,True,0.060507970265993
272,1,3,"Tornquist, Mr. William Henry",male,25.0,0,0,LINE,0.0,Unknown,0,False,False,True,0.0
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,0,1,250644,19.5,Unknown,1,False,False,True,0.0380614651673182
274,0,1,"Natsch, Mr. Charles H",male,37.0,0,1,PC 17596,29.7,C118,0,True,False,False,0.0579705392548384
275,1,3,"Healy, Miss. Hanora ""Nora""",female,28.0,0,0,370375,7.75,Unknown,1,False,True,False,0.0151269925664982
276,1,1,"Andrews, Miss. Kornelia Theodosia",female,63.0,1,0,13502,77.9583,D7,1,False,False,True,0.152164467689914
277,0,3,"Lindblom, Miss. Augusta Charlotta",female,45.0,0,0,347073,7.75,Unknown,1,False,False,True,0.0151269925664982
278,0,2,"Parkes, Mr. Francis ""Frank""",male,28.0,0,0,239853,0.0,Unknown,0,False,False,True,0.0
279,0,3,"Rice, Master. Eric",male,7.0,4,1,382652,29.125,Unknown,0,False,True,False,0.0568482139999047
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,1,1,C.A. 2673,20.25,Unknown,1,False,False,True,0.0395253676737535
281,0,3,"Duane, Mr. Frank",male,65.0,0,0,336439,7.75,Unknown,0,False,True,False,0.0151269925664982
282,0,3,"Olsson, Mr. Nils Johan Goransson",male,28.0,0,0,347464,7.8542,Unknown,0,False,False,True,0.0153303774213923
283,0,3,"de Pelsmaeker, Mr. Alfons",male,16.0,0,0,345778,9.5,Unknown,0,False,False,True,0.0185427650815139
284,1,3,"Dorking, Mr. Edward Arthur",male,19.0,0,0,A/5. 10482,8.05,Unknown,0,False,False,True,0.0157125535690723
285,0,1,"Smith, Mr. Richard William",male,28.0,0,0,113056,26.0,A19,0,False,False,True,0.0507486202230909
286,0,3,"Stankovic, Mr. Ivan",male,33.0,0,0,349239,8.6625,Unknown,0,True,False,False,0.0169080739493278
287,1,3,"de Mulder, Mr. Theodore",male,30.0,0,0,345774,9.5,Unknown,0,False,False,True,0.0185427650815139
288,0,3,"Naidenoff, Mr. Penko",male,22.0,0,0,349206,7.8958,Unknown,0,False,False,True,0.0154115752137492
289,1,2,"Hosono, Mr. Masabumi",male,42.0,0,0,237798,13.0,Unknown,0,False,False,True,0.0253743101115454
290,1,3,"Connolly, Miss. Kate",female,22.0,0,0,370373,7.75,Unknown,1,False,True,False,0.0151269925664982
291,1,1,"Barber, Miss. Ellen ""Nellie""",female,26.0,0,0,19877,78.85,Unknown,1,False,False,True,0.153904950176566
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19.0,1,0,11967,91.0792,B49,1,True,False,False,0.177774758885497
293,0,2,"Levy, Mr. Rene Jacques",male,36.0,0,0,SC/Paris 2163,12.875,D,0,True,False,False,0.0251303263604729
294,0,3,"Haas, Miss. Aloisia",female,24.0,0,0,349236,8.85,Unknown,1,False,False,True,0.0172740495759367
295,0,3,"Mineff, Mr. Ivan",male,24.0,0,0,349233,7.8958,Unknown,0,False,False,True,0.0154115752137492
296,0,1,"Lewy, Mr. Ervin G",male,28.0,0,0,PC 17612,27.7208,Unknown,0,True,False,False,0.0541073981338561
297,0,3,"Hanna, Mr. Mansour",male,23.5,0,0,2693,7.2292,Unknown,0,True,False,False,0.0141104586660295
298,0,1,"Allison, Miss. Helen Loraine",female,2.0,1,2,113781,151.55,C22 C26,1,False,False,True,0.295805899800362
299,1,1,"Saalfeld, Mr. Adolphe",male,28.0,0,0,19988,30.5,C106,0,False,False,True,0.0595320352617028
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50.0,0,1,PC 17558,247.5208,B58 B60,1,True,False,False,0.483128426019832
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,28.0,0,0,9234,7.75,Unknown,1,False,True,False,0.0151269925664982
302,1,3,"McCoy, Mr. Bernard",male,28.0,2,0,367226,23.25,Unknown,0,False,True,False,0.0453809776994947
303,0,3,"Johnson, Mr. William Cahoone Jr",male,19.0,0,0,LINE,0.0,Unknown,0,False,False,True,0.0
304,1,2,"Keane, Miss. Nora A",female,28.0,0,0,226593,12.35,E101,1,False,True,False,0.0241055946059681
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",male,28.0,0,0,A/5 2466,8.05,Unknown,0,False,False,True,0.0157125535690723
306,1,1,"Allison, Master. Hudson Trevor",male,0.92,1,2,113781,151.55,C22 C26,0,False,False,True,0.295805899800362
307,1,1,"Fleming, Miss. Margaret",female,28.0,0,0,17421,110.8833,Unknown,1,True,False,False,0.216429787722425
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,1,0,PC 17758,108.9,C65,1,True,False,False,0.212558643934407
309,0,2,"Abelson, Mr. Samuel",male,30.0,1,0,P/PP 3381,24.0,Unknown,0,True,False,False,0.04684488020593
310,1,1,"Francatelli, Miss. Laura Mabel",female,30.0,0,0,PC 17485,56.9292,E36,1,True,False,False,0.111118398092476
311,1,1,"Hays, Miss. Margaret Bechstein",female,24.0,0,0,11767,83.1583,C54,1,True,False,False,0.162314191734533
312,1,1,"Ryerson, Miss. Emily Borie",female,18.0,2,2,PC 17608,262.375,B57 B59 B63 B66,1,True,False,False,0.512121893501287
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,1,1,250651,26.0,Unknown,1,False,False,True,0.0507486202230909
314,0,3,"Hendekovic, Mr. Ignjac",male,28.0,0,0,349243,7.8958,Unknown,0,False,False,True,0.0154115752137492
315,0,2,"Hart, Mr. Benjamin",male,43.0,1,1,F.C.C. 13529,26.25,Unknown,0,False,False,True,0.051236587725236
316,1,3,"Nilsson, Miss. Helmina Josefina",female,26.0,0,0,347470,7.8542,Unknown,1,False,False,True,0.0153303774213923
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,1,0,244367,26.0,Unknown,1,False,False,True,0.0507486202230909
318,0,2,"Moraweck, Dr. Ernest",male,54.0,0,0,29011,14.0,Unknown,0,False,False,True,0.0273261801201258
319,1,1,"Wick, Miss. Mary Natalie",female,31.0,0,2,36928,164.8667,C7,1,False,False,True,0.321798367143625
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,1,1,16966,134.5,E34,1,True,False,False,0.262526516154066
321,0,3,"Dennis, Mr. Samuel",male,22.0,0,0,A/5 21172,7.25,Unknown,0,False,False,True,0.014151057562208
322,0,3,"Danoff, Mr. Yoto",male,27.0,0,0,349219,7.8958,Unknown,0,False,False,True,0.0154115752137492
323,1,2,"Slayter, Miss. Hilda Mary",female,30.0,0,0,234818,12.35,Unknown,1,False,True,False,0.0241055946059681
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,1,1,248738,29.0,Unknown,1,False,False,True,0.0566042302488321
325,0,3,"Sage, Mr. George John Jr",male,28.0,8,2,CA. 2343,69.55,Unknown,0,False,False,True,0.135752559096768
326,1,1,"Young, Miss. Marie Grice",female,36.0,0,0,PC 17760,135.6333,C32,1,True,False,False,0.26473857043479
327,0,3,"Nysveen, Mr. Johan Hansen",male,61.0,0,0,345364,6.2375,Unknown,0,False,False,True,0.0121747891785203
328,1,2,"Ball, Mrs. (Ada E Hall)",female,36.0,0,0,28551,13.0,D,1,False,False,True,0.0253743101115454
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1,1,363291,20.525,Unknown,1,False,False,True,0.0400621319261131
330,1,1,"Hippach, Miss. Jean Gertrude",female,16.0,0,1,111361,57.9792,B18,1,True,False,False,0.113167861601485
331,1,3,"McCoy, Miss. Agnes",female,28.0,2,0,367226,23.25,Unknown,1,False,True,False,0.0453809776994947
332,0,1,"Partner, Mr. Austen",male,45.5,0,0,113043,28.5,C124,0,False,False,True,0.0556282952445419
333,0,1,"Graham, Mr. George Edward",male,38.0,0,1,PC 17582,153.4625,C91,0,False,False,True,0.299538851191772
334,0,3,"Vander Planke, Mr. Leo Edmondus",male,16.0,2,0,345764,18.0,Unknown,0,False,False,True,0.0351336601544475
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,28.0,1,0,PC 17611,133.65,Unknown,1,False,False,True,0.260867426646773
336,0,3,"Denkoff, Mr. Mitto",male,28.0,0,0,349225,7.8958,Unknown,0,False,False,True,0.0154115752137492
337,0,1,"Pears, Mr. Thomas Clinton",male,29.0,1,0,113776,66.6,C2,0,False,False,True,0.129994542571455
338,1,1,"Burns, Miss. Elizabeth Margaret",female,41.0,0,0,16966,134.5,E40,1,True,False,False,0.262526516154066
339,1,3,"Dahl, Mr. Karl Edwart",male,45.0,0,0,7598,8.05,Unknown,0,False,False,True,0.0157125535690723
340,0,1,"Blackwell, Mr. Stephen Weart",male,45.0,0,0,113784,35.5,T,0,False,False,True,0.0692913853046049
341,1,2,"Navratil, Master. Edmond Roger",male,2.0,1,1,230080,26.0,F2,0,False,False,True,0.0507486202230909
342,1,1,"Fortune, Miss. Alice Elizabeth",female,24.0,3,2,19950,263.0,C23 C25 C27,1,False,False,True,0.51334181225665
343,0,2,"Collander, Mr. Erik Gustaf",male,28.0,0,0,248740,13.0,Unknown,0,False,False,True,0.0253743101115454
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,0,0,244361,13.0,Unknown,0,False,False,True,0.0253743101115454
345,0,2,"Fox, Mr. Stanley Hubert",male,36.0,0,0,229236,13.0,Unknown,0,False,False,True,0.0253743101115454
346,1,2,"Brown, Miss. Amelia ""Mildred""",female,24.0,0,0,248733,13.0,F33,1,False,False,True,0.0253743101115454
347,1,2,"Smith, Miss. Marion Elsie",female,40.0,0,0,31418,13.0,Unknown,1,False,False,True,0.0253743101115454
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,28.0,1,0,386525,16.1,Unknown,1,False,False,True,0.0314251071381447
349,1,3,"Coutts, Master. William Loch ""William""",male,3.0,1,1,C.A. 37671,15.9,Unknown,0,False,False,True,0.0310347331364286
350,0,3,"Dimic, Mr. Jovan",male,42.0,0,0,315088,8.6625,Unknown,0,False,False,True,0.0169080739493278
351,0,3,"Odahl, Mr. Nils Martin",male,23.0,0,0,7267,9.225,Unknown,0,False,False,True,0.0180060008291543
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",male,28.0,0,0,113510,35.0,C128,0,False,False,True,0.0683154503003147
353,0,3,"Elias, Mr. Tannous",male,15.0,1,1,2695,7.2292,Unknown,0,True,False,False,0.0141104586660295
354,0,3,"Arnold-Franchi, Mr. Josef",male,25.0,1,0,349237,17.8,Unknown,0,False,False,True,0.0347432861527314
355,0,3,"Yousif, Mr. Wazli",male,28.0,0,0,2647,7.225,Unknown,0,True,False,False,0.0141022608119935
